Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class,KMEANS-prediction,GMM-prediction,BisKMeans-prediction
PS3,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,E,Excelente,3,7,2
PS3,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,T,Excelente,3,2,2
PS3,Racing,Sony Computer Entertainment,2.96,4.82,0.81,2.11,10.7,E,Excelente,6,2,4
PS3,Racing,THQ,0.17,0.26,0.0,0.1,0.52,T,Bueno,2,0,0
PS3,Racing,THQ,0.18,0.04,0.01,0.03,0.25,T,Bueno,2,1,0
PS3,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.46,T,Excelente,5,5,2
PS3,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,T,Bueno,0,5,1
PS3,Racing,Unknown,0.04,0.0,0.0,0.01,0.04,E,Aceptable,2,3,0
PS3,Role-Playing,Activision,0.49,0.15,0.0,0.09,0.73,T,Bueno,0,0,1
PS3,Role-Playing,Activision,0.72,0.75,0.16,0.29,1.91,M,Excelente,5,2,1
PS3,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,T,Aceptable,2,1,0
PS3,Role-Playing,Atari,0.19,0.12,0.07,0.05,0.44,T,Excelente,2,1,0
PS3,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,M,Excelente,3,2,2
PS3,Role-Playing,Compile Heart,0.05,0.03,0.06,0.02,0.16,T,Malo,2,1,0
PS3,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,T,Malo,2,1,0
PS3,Role-Playing,DTP Entertainment,0.07,0.03,0.0,0.01,0.12,T,Malo,2,3,0
PS3,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,M,Malo,2,1,0
PS3,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,M,Malo,2,1,0
PS3,Role-Playing,Deep Silver,0.22,0.22,0.08,0.09,0.61,M,Aceptable,0,6,0
PS3,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2,T,Malo,2,1,0
PS3,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,M,Excelente,0,6,1
PS3,Role-Playing,Electronic Arts,0.63,0.57,0.03,0.2,1.43,M,Excelente,0,5,1
PS3,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,M,Excelente,5,5,1
PS3,Role-Playing,Electronic Arts,0.96,0.42,0.08,0.21,1.67,M,Excelente,5,6,1
PS3,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07,T,Aceptable,2,1,0
PS3,Role-Playing,Namco Bandai Games,0.21,0.13,0.45,0.07,0.85,T,Bueno,0,6,1
PS3,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,T,Bueno,0,6,1
PS3,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.28,T,Excelente,0,6,1
PS3,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,E10+,Excelente,5,6,1
PS3,Role-Playing,Namco Bandai Games,0.75,0.51,0.54,0.22,2.02,M,Excelente,5,6,2
PS3,Role-Playing,Namco Bandai Games,0.97,0.33,0.35,0.17,1.82,M,Excelente,5,6,1
PS3,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,T,Aceptable,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,T,Aceptable,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,T,Aceptable,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,T,Bueno,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,T,Malo,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.03,0.03,0.11,0.01,0.17,T,Excelente,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15,T,Malo,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09,T,Malo,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.06,0.02,0.12,0.02,0.21,T,Excelente,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.06,0.03,0.06,0.02,0.17,T,Malo,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.07,0.02,0.1,0.02,0.21,T,Malo,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.07,0.05,0.03,0.02,0.18,T,Aceptable,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,T,Bueno,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,0.42,T,Bueno,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,T,Malo,2,1,0
PS3,Role-Playing,Nippon Ichi Software,0.27,0.11,0.14,0.05,0.57,T,Excelente,0,1,0
PS3,Role-Playing,Sega,0.19,0.17,0.0,0.07,0.43,M,Aceptable,2,0,0
PS3,Role-Playing,Sega,0.2,0.21,0.24,0.08,0.73,T,Bueno,0,6,1
PS3,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,T,Excelente,0,6,1
PS3,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,T,Bueno,2,1,0
PS3,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,T,Aceptable,0,1,0
PS3,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.94,T,Aceptable,0,6,1
PS3,Role-Playing,SouthPeak Games,0.26,0.1,0.06,0.05,0.46,M,Aceptable,2,1,0
PS3,Role-Playing,SouthPeak Games,0.36,0.11,0.03,0.07,0.57,E10+,Bueno,0,5,0
PS3,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.32,M,Aceptable,2,1,0
PS3,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.62,M,Aceptable,0,6,0
PS3,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,T,Aceptable,0,6,1
PS3,Role-Playing,Square Enix,0.78,0.73,0.89,0.23,2.63,T,Bueno,5,7,2
PS3,Role-Playing,Square Enix,1.75,1.21,1.87,0.51,5.34,T,Excelente,3,7,3
PS3,Role-Playing,Tecmo Koei,0.05,0.03,0.06,0.02,0.16,T,Aceptable,2,1,0
PS3,Role-Playing,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,T,Aceptable,2,1,0
PS3,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,M,Aceptable,2,1,0
PS3,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,0.43,T,Malo,2,1,0
PS3,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2,T,Aceptable,2,3,0
PS3,Shooter,505 Games,0.22,0.14,0.0,0.08,0.44,M,Bueno,2,0,0
PS3,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,M,Aceptable,0,6,1
PS3,Shooter,Activision,0.23,0.07,0.0,0.04,0.35,T,Aceptable,2,0,0
PS3,Shooter,Activision,0.25,0.27,0.0,0.11,0.63,M,Bueno,0,0,0
PS3,Shooter,Activision,2.73,1.83,0.0,0.83,5.4,M,Excelente,3,2,3
PS3,Shooter,Activision,3.11,2.26,0.28,1.03,6.69,M,Excelente,7,2,3
PS3,Shooter,Activision,4.1,3.63,0.38,1.26,9.37,M,Bueno,7,2,4
PS3,Shooter,Activision,4.99,3.64,0.38,1.6,10.6,M,Excelente,6,2,4
PS3,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,M,Excelente,6,2,5
PS3,Shooter,Activision,5.54,5.73,0.49,1.57,13.32,M,Excelente,6,4,5
PS3,Shooter,Activision,6.0,4.37,0.48,1.8,12.64,M,Excelente,6,2,4
PS3,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,M,Malo,2,3,0
PS3,Shooter,Bethesda Softworks,0.26,0.21,0.0,0.1,0.57,M,Aceptable,0,0,0
PS3,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,1.31,M,Excelente,0,5,1
PS3,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,T,Aceptable,0,6,0
PS3,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,M,Malo,2,3,0
PS3,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,M,Malo,2,6,0
PS3,Shooter,Codemasters,0.05,0.05,0.0,0.02,0.11,M,Malo,2,3,0
PS3,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,M,Aceptable,2,1,0
PS3,Shooter,Codemasters,0.07,0.01,0.0,0.01,0.09,M,Malo,2,3,0
PS3,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2,M,Aceptable,2,3,0
PS3,Shooter,Codemasters,0.21,0.01,0.0,0.02,0.24,T,Malo,2,3,0
PS3,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.91,M,Bueno,0,5,1
PS3,Shooter,D3Publisher,0.04,0.02,0.27,0.01,0.35,M,Aceptable,2,1,0
PS3,Shooter,D3Publisher,0.06,0.04,0.08,0.02,0.2,T,Aceptable,2,1,0
PS3,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08,M,Malo,2,3,0
PS3,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,M,Malo,2,0,0
PS3,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,M,Malo,2,1,0
PS3,Shooter,Electronic Arts,0.24,0.2,0.01,0.09,0.53,M,Excelente,2,6,0
PS3,Shooter,Electronic Arts,0.26,0.42,0.03,0.16,0.87,M,Bueno,0,5,1
PS3,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,M,Excelente,0,0,1
PS3,Shooter,Electronic Arts,0.29,0.39,0.02,0.16,0.87,T,Bueno,0,5,1
PS3,Shooter,Electronic Arts,0.44,0.27,0.01,0.12,0.85,M,Bueno,0,5,1
PS3,Shooter,Electronic Arts,0.73,0.48,0.0,0.21,1.42,M,Excelente,0,0,1
PS3,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,M,Bueno,0,5,1
PS3,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,M,Bueno,5,5,2
PS3,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,M,Excelente,3,7,2
PS3,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,M,Excelente,3,5,2
PS3,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.12,M,Malo,2,1,0
PS3,Shooter,LucasArts,0.11,0.04,0.0,0.02,0.16,T,Aceptable,2,3,0
PS3,Shooter,Mastiff,0.17,0.0,0.0,0.02,0.18,T,Malo,2,3,0
PS3,Shooter,Midway Games,0.24,0.02,0.0,0.03,0.3,M,Bueno,2,0,0
PS3,Shooter,Midway Games,0.33,0.23,0.0,0.1,0.67,M,Excelente,0,0,1
PS3,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,M,Aceptable,2,1,0
PS3,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,T,Malo,2,6,0
PS3,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,T,Aceptable,0,6,1
PS3,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,M,Aceptable,2,6,0
PS3,Shooter,Sega,0.2,0.29,0.0,0.11,0.6,M,Malo,0,0,0
PS3,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,M,Excelente,0,6,0
PS3,Shooter,Sony Computer Entertainment,0.64,0.57,0.05,0.22,1.48,M,Excelente,5,5,1
PS3,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.08,0.89,M,Aceptable,0,5,1
PS3,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,M,Excelente,3,2,2
PS3,Shooter,Sony Computer Entertainment,1.46,0.86,0.09,0.38,2.78,M,Excelente,5,2,2
PS3,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35,M,Excelente,3,2,3
PS3,Shooter,Square Enix,0.07,0.07,0.0,0.03,0.18,M,Malo,2,3,0
PS3,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,T,Malo,2,1,0
PS3,Shooter,Square Enix,0.5,0.59,0.07,0.22,1.37,M,Excelente,0,6,1
PS3,Shooter,THQ,0.1,0.06,0.01,0.03,0.19,M,Bueno,2,1,0
PS3,Shooter,THQ,0.13,0.23,0.0,0.08,0.45,M,Aceptable,2,0,0
PS3,Shooter,THQ,0.33,0.27,0.02,0.12,0.74,M,Excelente,0,5,1
PS3,Shooter,Take-Two Interactive,0.19,0.23,0.04,0.08,0.54,M,Bueno,2,6,0
PS3,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.62,M,Bueno,0,6,0
PS3,Shooter,Take-Two Interactive,0.59,0.89,0.06,0.3,1.85,M,Excelente,5,5,1
PS3,Shooter,Take-Two Interactive,0.72,0.65,0.04,0.28,1.7,M,Excelente,5,5,1
PS3,Shooter,Take-Two Interactive,0.75,0.46,0.01,0.2,1.42,M,Excelente,0,5,1
PS3,Shooter,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,M,Excelente,5,5,1
PS3,Shooter,Take-Two Interactive,1.05,0.72,0.1,0.35,2.23,M,Excelente,5,2,2
PS3,Shooter,Tecmo Koei,0.05,0.09,0.02,0.03,0.19,M,Malo,2,1,0
PS3,Shooter,Trion Worlds,0.19,0.1,0.0,0.06,0.35,M,Malo,2,0,0
PS3,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.22,E10+,Excelente,2,0,0
PS3,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,M,Malo,2,0,0
PS3,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,T,Excelente,0,5,1
PS3,Shooter,Ubisoft,0.35,0.37,0.01,0.15,0.88,M,Bueno,0,5,1
PS3,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,M,Bueno,0,6,1
PS3,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93,M,Bueno,0,0,1
PS3,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,M,Excelente,0,5,1
PS3,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,M,Malo,0,5,1
PS3,Shooter,Ubisoft,0.66,0.44,0.04,0.21,1.34,M,Excelente,0,5,1
PS3,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,M,Excelente,3,2,2
PS3,Shooter,Vivendi Games,0.12,0.09,0.0,0.04,0.25,M,Excelente,2,0,0
PS3,Shooter,Vivendi Games,0.14,0.0,0.0,0.01,0.16,M,Aceptable,2,3,0
PS3,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,T,Malo,2,5,0
PS3,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,M,Aceptable,2,1,0
PS3,Shooter,Warner Bros. Interactive Entertainment,0.19,0.2,0.01,0.08,0.47,M,Bueno,2,6,0
PS3,Shooter,Warner Bros. Interactive Entertainment,0.21,0.16,0.01,0.07,0.45,M,Bueno,2,1,0
PS3,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,T,Malo,2,3,0
PS3,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,T,Aceptable,2,1,0
PS3,Simulation,505 Games,0.34,0.25,0.0,0.1,0.68,T,Excelente,0,0,1
PS3,Simulation,Deep Silver,0.07,0.03,0.0,0.01,0.11,T,Malo,2,3,0
PS3,Simulation,Electronic Arts,0.73,0.89,0.02,0.3,1.94,T,Bueno,5,5,2
PS3,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,E,Malo,2,1,0
PS3,Simulation,From Software,0.0,0.0,0.12,0.0,0.12,T,Aceptable,2,1,0
PS3,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.24,T,Bueno,2,1,0
PS3,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,M,Bueno,2,1,0
PS3,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2,T,Malo,2,1,0
PS3,Simulation,Namco Bandai Games,0.09,0.04,0.24,0.02,0.39,T,Aceptable,2,1,0
PS3,Simulation,Sony Computer Entertainment,0.36,0.52,0.04,0.09,1.0,E,Aceptable,0,5,1
PS3,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,T,Excelente,0,0,1
PS3,Simulation,Ubisoft,0.06,0.02,0.1,0.01,0.19,T,Aceptable,2,1,0
PS3,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,T,Aceptable,2,3,0
PS3,Sports,505 Games,0.0,0.24,0.0,0.07,0.32,E,Malo,2,0,0
PS3,Sports,Activision,0.26,0.04,0.0,0.03,0.33,T,Aceptable,2,0,0
PS3,Sports,Activision,0.3,0.22,0.01,0.1,0.63,T,Bueno,0,5,0
PS3,Sports,Activision,0.36,0.04,0.0,0.04,0.44,T,Bueno,2,0,0
PS3,Sports,Activision,0.38,0.14,0.0,0.08,0.6,E10+,Malo,0,0,0
PS3,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,E,Aceptable,2,0,0
PS3,Sports,Black Bean Games,0.15,0.16,0.0,0.07,0.38,E,Bueno,2,0,0
PS3,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09,E,Aceptable,2,3,0
PS3,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,E,Aceptable,2,0,0
PS3,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.16,E,Excelente,2,3,0
PS3,Sports,Electronic Arts,0.15,0.36,0.01,0.1,0.62,E,Bueno,0,5,0
PS3,Sports,Electronic Arts,0.16,0.14,0.0,0.07,0.37,E,Bueno,2,0,0
PS3,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,E,Bueno,2,0,0
PS3,Sports,Electronic Arts,0.24,0.21,0.0,0.08,0.54,E,Bueno,0,0,0
PS3,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,E10+,Excelente,2,0,0
PS3,Sports,Electronic Arts,0.29,0.04,0.0,0.03,0.37,T,Excelente,2,0,0
PS3,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33,E,Bueno,2,0,0
PS3,Sports,Electronic Arts,0.33,0.21,0.0,0.09,0.64,E10+,Excelente,0,0,0
PS3,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38,E,Bueno,2,0,0
PS3,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,E,Excelente,0,5,1
PS3,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,E,Excelente,5,5,1
PS3,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,E,Bueno,0,0,1
PS3,Sports,Electronic Arts,0.42,0.25,0.0,0.11,0.78,E,Excelente,0,0,1
PS3,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,E,Bueno,0,5,0
PS3,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,E,Excelente,0,5,0
PS3,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,T,Excelente,0,5,1
PS3,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,E,Bueno,0,5,0
PS3,Sports,Electronic Arts,0.49,1.63,0.04,0.43,2.59,E,Excelente,5,5,2
PS3,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,E,Excelente,0,0,1
PS3,Sports,Electronic Arts,0.53,0.27,0.0,0.12,0.92,E,Bueno,0,0,1
PS3,Sports,Electronic Arts,0.54,0.0,0.0,0.04,0.58,E,Excelente,0,0,0
PS3,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,E,Bueno,0,5,1
PS3,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,E,Excelente,3,2,3
PS3,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,E,Bueno,0,0,1
PS3,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,E,Excelente,0,0,1
PS3,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,E,Excelente,0,0,1
PS3,Sports,Electronic Arts,0.79,0.89,0.0,0.32,1.99,T,Excelente,5,5,2
PS3,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97,E,Excelente,0,0,1
PS3,Sports,Electronic Arts,1.6,0.03,0.0,0.24,1.87,E,Bueno,5,5,2
PS3,Sports,Electronic Arts,2.03,0.13,0.0,0.21,2.37,E,Excelente,5,5,2
PS3,Sports,Electronic Arts,2.05,0.15,0.0,0.2,2.39,E,Excelente,5,5,2
PS3,Sports,Electronic Arts,2.12,0.22,0.0,0.23,2.57,E,Excelente,5,5,2
PS3,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,E,Bueno,0,7,1
PS3,Sports,NaturalMotion,0.16,0.0,0.0,0.01,0.17,E,Malo,2,3,0
PS3,Sports,O-Games,0.09,0.01,0.0,0.01,0.11,E,Malo,2,3,0
PS3,Sports,Sega,0.09,0.24,0.03,0.08,0.44,E,Aceptable,2,5,0
PS3,Sports,Sega,0.23,0.58,0.03,0.21,1.05,E,Excelente,0,5,1
PS3,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,E10+,Aceptable,2,3,0
PS3,Sports,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,E,Aceptable,2,3,0
PS3,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.27,E,Aceptable,2,1,0
PS3,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,E,Excelente,0,6,1
PS3,Sports,Sony Computer Entertainment,0.54,0.0,0.0,0.04,0.58,E,Excelente,0,0,0
PS3,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,E,Excelente,0,0,1
PS3,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.06,0.72,E,Excelente,0,0,1
PS3,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.06,0.73,E,Excelente,0,0,1
PS3,Sports,Sony Computer Entertainment,0.67,0.0,0.0,0.07,0.74,E,Excelente,0,0,1
PS3,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,E,Excelente,0,0,1
PS3,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,E10+,Bueno,3,2,2
PS3,Sports,Sony Computer Entertainment America,0.35,0.0,0.0,0.08,0.43,E,Excelente,2,0,0
PS3,Sports,Spike,0.16,0.0,0.0,0.01,0.17,E,Aceptable,2,3,0
PS3,Sports,Spike,0.23,0.0,0.0,0.02,0.25,E,Bueno,2,3,0
PS3,Sports,THQ,0.09,0.08,0.0,0.03,0.2,E,Aceptable,2,3,0
PS3,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,E,Malo,2,3,0
PS3,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,E10+,Bueno,2,3,0
PS3,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01,0.13,E10+,Excelente,2,3,0
PS3,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,E10+,Aceptable,2,3,0
PS3,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,E,Bueno,2,3,0
PS3,Sports,Take-Two Interactive,0.15,0.03,0.0,0.02,0.2,E,Bueno,2,3,0
PS3,Sports,Take-Two Interactive,0.17,0.39,0.0,0.13,0.69,E,Excelente,0,0,0
PS3,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,E,Aceptable,2,3,0
PS3,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,E,Excelente,2,0,0
PS3,Sports,Take-Two Interactive,0.37,0.29,0.0,0.13,0.79,T,Malo,0,0,1
PS3,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55,E,Excelente,0,0,0
PS3,Sports,Take-Two Interactive,0.56,0.0,0.0,0.05,0.61,E,Excelente,0,0,0
PS3,Sports,Take-Two Interactive,1.44,0.31,0.04,0.32,2.11,E,Excelente,5,5,2
PS3,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18,2.11,E,Excelente,5,5,2
PS3,Sports,Take-Two Interactive,1.73,0.43,0.05,0.27,2.47,E,Excelente,5,5,2
PS3,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,E,Malo,2,0,0
PS3,Sports,Ubisoft,0.12,0.05,0.0,0.03,0.19,T,Aceptable,2,3,0
PS3,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.65,T,Aceptable,0,6,0
PS3,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,E,Malo,2,0,0
PS3,Strategy,Ghostlight,0.09,0.0,0.03,0.01,0.12,T,Malo,2,1,0
PS3,Strategy,PopCap Games,0.18,0.0,0.0,0.02,0.2,E10+,Excelente,2,3,0
PS3,Strategy,Sega,0.13,0.02,0.0,0.02,0.17,M,Malo,2,3,0
PS3,Strategy,Take-Two Interactive,0.25,0.23,0.0,0.1,0.58,M,Excelente,0,0,0
PS3,Strategy,Ubisoft,0.18,0.22,0.02,0.08,0.5,T,Bueno,2,5,0
PS4,Action,505 Games,0.0,0.05,0.01,0.01,0.07,T,Excelente,2,1,0
PS4,Action,Activision,0.0,0.02,0.0,0.0,0.03,E,Malo,2,3,0
PS4,Action,Activision,0.03,0.0,0.0,0.01,0.04,M,Malo,2,3,0
PS4,Action,Activision,0.07,0.02,0.0,0.02,0.11,T,Malo,2,3,0
PS4,Action,Activision,0.11,0.09,0.0,0.04,0.23,T,Bueno,2,3,0
PS4,Action,Activision,0.15,0.11,0.0,0.05,0.31,M,Aceptable,2,0,0
PS4,Action,Activision,0.2,0.08,0.0,0.06,0.34,E10+,Excelente,2,0,0
PS4,Action,Activision,0.21,0.18,0.0,0.08,0.46,E10+,Bueno,2,0,0
PS4,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,T,Malo,2,3,0
PS4,Action,Bethesda Softworks,0.41,0.51,0.01,0.18,1.1,M,Excelente,0,5,1
PS4,Action,Bethesda Softworks,0.56,0.86,0.11,0.27,1.8,M,Bueno,5,2,1
PS4,Action,Capcom,0.02,0.0,0.02,0.01,0.05,M,Excelente,2,1,0
PS4,Action,Capcom,0.14,0.24,0.1,0.07,0.56,M,Bueno,2,6,0
PS4,Action,Deep Silver,0.0,0.04,0.0,0.01,0.05,M,Aceptable,2,3,0
PS4,Action,Hello Games,0.66,0.77,0.03,0.28,1.75,T,Bueno,5,5,1
PS4,Action,Insomniac Games,0.09,0.0,0.0,0.02,0.11,E,Aceptable,2,3,0
PS4,Action,Introversion Software,0.02,0.01,0.0,0.01,0.04,M,Excelente,2,3,0
PS4,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,M,Bueno,0,6,1
PS4,Action,Marvelous Interactive,0.09,0.0,0.08,0.02,0.19,M,Aceptable,2,1,0
PS4,Action,Milkstone Studios,0.0,0.0,0.0,0.0,0.01,T,Excelente,2,3,0
PS4,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,T,Aceptable,2,1,0
PS4,Action,Namco Bandai Games,0.1,0.22,0.11,0.06,0.48,T,Bueno,2,6,0
PS4,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02,M,Bueno,2,1,0
PS4,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,0.25,M,Malo,2,1,0
PS4,Action,Nordic Games,0.0,0.04,0.0,0.01,0.04,E10+,Aceptable,2,3,0
PS4,Action,PQube,0.02,0.0,0.0,0.01,0.03,T,Malo,2,3,0
